case_id,user_id,department,previous_department,application,role,entitlement,hire_date,entitlement_grant_date,department_change_date,last_recertification_date,user_status,last_login_days,stale_access_days,privilege_level,toxic_combo,business_need,entitlement_owner,manager_name,assignment_type,source_role,effective_permission,risk_score,recommendation,rule_explanation,confidence,history_events
CASE-0126,USR-4570,Legal,,Ticketing,Employee,read_reports,2024-07-13,2025-06-23,,2025-03-13,terminated,11,216,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Sara Vogel,Role-derived,Legal_Employee_Base,False,8,retain,recent_login<=30d (-10); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); terminated_user_orphan (+30),87.8,2024-07-13|Joiner|Eintritt ins Unternehmen;2025-03-13|Recert|Letzte Rezertifizierung (bestätigt);2025-06-23|Grant|Berechtigung 'read_reports' zugewiesen;2026-02-10|Leaver|Austritt aus dem Unternehmen;2026-03-01|Login|Letzter Login
CASE-0127,USR-8348,Legal,,Payroll,Employee,export_data,2023-12-07,2024-03-09,,2025-09-23,active,20,349,high,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Sara Vogel,Role-derived,Legal_Employee_Base,True,8,retain,recent_login<=30d (-10); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),87.8,2023-12-07|Joiner|Eintritt ins Unternehmen;2024-03-09|Grant|Berechtigung 'export_data' zugewiesen;2025-09-23|Recert|Letzte Rezertifizierung (bestätigt);2026-02-20|Login|Letzter Login
CASE-0128,USR-5888,HR,,Payroll,Employee,user_support,2021-05-08,2022-02-08,,2025-03-23,active,184,278,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'Payroll' (Berechtigung: 'user_support').,Service Desk Owner,Mara Klein,Direct,,True,18,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2021-05-08|Joiner|Eintritt ins Unternehmen;2022-02-08|Grant|Berechtigung 'user_support' zugewiesen;2025-03-23|Recert|Letzte Rezertifizierung (bestätigt);2025-09-09|Login|Letzter Login
CASE-0129,USR-1256,Legal,,CRM,Employee,approve_payments,2022-06-10,2022-09-15,,2026-01-20,inactive,17,51,medium,0,Direkte Zuweisung für eine operative Tätigkeit in 'CRM' (Berechtigung: 'approve_payments').,Finance Access Owner,Sara Vogel,Direct,,True,-13,retain,recent_login<=30d (-10); access_used_last_quarter (-8); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); inactive_user (+15),99.0,2022-06-10|Joiner|Eintritt ins Unternehmen;2022-09-15|Grant|Berechtigung 'approve_payments' zugewiesen;2026-01-20|Recert|Letzte Rezertifizierung (bestätigt);2026-02-23|Login|Letzter Login
CASE-0130,USR-6224,Finance,,Ticketing,Employee,admin_console,2024-04-08,2024-08-06,,2025-12-31,active,197,344,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Nina Weber,Role-derived,Finance_Employee_Base,True,38,review,inactive_login>120d (+35); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),54.2,2024-04-08|Joiner|Eintritt ins Unternehmen;2024-08-06|Grant|Berechtigung 'admin_console' zugewiesen;2025-08-27|Login|Letzter Login;2025-12-31|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0131,USR-7999,Operations,,Ticketing,Manager,export_data,2023-12-26,2024-05-28,,,active,12,497,low,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Tim Behrens,Role-derived,Operations_Manager_Base,True,-15,retain,recent_login<=30d (-10); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2023-12-26|Joiner|Eintritt ins Unternehmen;2024-05-28|Grant|Berechtigung 'export_data' zugewiesen;2026-02-28|Login|Letzter Login
CASE-0132,USR-3365,HR,Sales,Payroll,Employee,read_reports,2024-01-07,2024-08-04,2025-12-31,,active,143,211,high,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Mara Klein,Role-derived,HR_Employee_Base,True,73,revoke,inactive_login>120d (+35); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),54.2,2024-01-07|Joiner|Eintritt ins Unternehmen;2024-08-04|Grant|Berechtigung 'read_reports' zugewiesen;2025-10-20|Login|Letzter Login;2025-12-31|Mover|Abteilungswechsel von Sales nach HR
CASE-0133,USR-1647,IT,Sales,ERP,Employee,approve_payments,2023-01-19,2023-12-17,2024-04-19,2025-09-21,active,194,300,medium,0,Direkte Zuweisung für eine operative Tätigkeit in 'ERP' (Berechtigung: 'approve_payments').,Finance Access Owner,Julia Neumann,Direct,,True,58,review,inactive_login>120d (+35); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),66.8,2023-01-19|Joiner|Eintritt ins Unternehmen;2023-12-17|Grant|Berechtigung 'approve_payments' zugewiesen;2024-04-19|Mover|Abteilungswechsel von Sales nach IT;2025-08-30|Login|Letzter Login;2025-09-21|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0134,USR-8846,HR,,CRM,Contractor,user_support,2022-09-30,2022-10-08,,,active,154,360,low,1,Berechtigung ist für die Rolle 'Contractor' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Tobias Franke,Role-derived,HR_Contractor_Base,True,83,revoke,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); toxic_combination (+40); sensitive_role (+10); no_department_change (-5); active_user (-5),68.2,2022-09-30|Joiner|Eintritt ins Unternehmen;2022-10-08|Grant|Berechtigung 'user_support' zugewiesen;2025-10-09|Login|Letzter Login
CASE-0135,USR-6246,IT,,CRM,Employee,manage_identities,2025-05-01,2025-11-01,,2025-11-07,active,80,211,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'CRM' (Berechtigung: 'manage_identities').,IAM Platform Owner,Sven Berger,Direct,,True,3,retain,inactive_login>60d (+20); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),94.8,2025-05-01|Joiner|Eintritt ins Unternehmen;2025-11-01|Grant|Berechtigung 'manage_identities' zugewiesen;2025-11-07|Recert|Letzte Rezertifizierung (bestätigt);2025-12-22|Login|Letzter Login
CASE-0136,USR-9180,IT,,Ticketing,Manager,user_support,2025-11-24,2026-02-07,,2025-07-15,active,175,172,low,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Julia Neumann,Role-derived,IT_Manager_Base,True,8,retain,inactive_login>120d (+35); stale_access>90d (+8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),87.8,2025-07-15|Recert|Letzte Rezertifizierung (bestätigt);2025-09-18|Login|Letzter Login;2025-11-24|Joiner|Eintritt ins Unternehmen;2026-02-07|Grant|Berechtigung 'user_support' zugewiesen
CASE-0137,USR-9584,Sales,Operations,ERP,Analyst,read_reports,2023-04-19,2023-07-15,2024-02-18,2025-04-11,active,171,24,medium,0,Direkte Zuweisung für eine operative Tätigkeit in 'ERP' (Berechtigung: 'read_reports').,Data Governance Team,Pia Walter,Direct,,True,28,retain,inactive_login>120d (+35); access_recently_used<=30d (-12); medium_privilege (+10); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),59.8,2023-04-19|Joiner|Eintritt ins Unternehmen;2023-07-15|Grant|Berechtigung 'read_reports' zugewiesen;2024-02-18|Mover|Abteilungswechsel von Operations nach Sales;2025-04-11|Recert|Letzte Rezertifizierung (bestätigt);2025-09-22|Login|Letzter Login
CASE-0138,USR-8993,Finance,,ERP,Employee,read_reports,2021-10-19,2022-07-05,,2025-11-14,active,136,282,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Lars Hoffmann,Role-derived,Finance_Employee_Base,True,18,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2021-10-19|Joiner|Eintritt ins Unternehmen;2022-07-05|Grant|Berechtigung 'read_reports' zugewiesen;2025-10-27|Login|Letzter Login;2025-11-14|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0139,USR-9625,HR,,IAM,Employee,manage_identities,2024-12-24,2025-12-17,,2025-06-18,active,68,407,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Tobias Franke,Role-derived,HR_Employee_Base,True,15,retain,inactive_login>60d (+20); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),78.0,2024-12-24|Joiner|Eintritt ins Unternehmen;2025-06-18|Recert|Letzte Rezertifizierung (bestätigt);2025-12-17|Grant|Berechtigung 'manage_identities' zugewiesen;2026-01-03|Login|Letzter Login
CASE-0140,USR-2531,Finance,,Payroll,Employee,export_data,2021-11-18,2022-04-21,,,active,96,282,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'Payroll' (Berechtigung: 'export_data').,Data Compliance Owner,Nina Weber,Direct,,True,3,retain,inactive_login>60d (+20); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),94.8,2021-11-18|Joiner|Eintritt ins Unternehmen;2022-04-21|Grant|Berechtigung 'export_data' zugewiesen;2025-12-06|Login|Letzter Login
CASE-0141,USR-8790,Finance,,IAM,Admin,read_reports,2023-01-23,2023-11-09,,2025-12-27,active,19,350,high,1,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'read_reports').,Data Governance Team,Nina Weber,Direct,,True,73,revoke,recent_login<=30d (-10); stale_access>180d (+18); high_privilege (+25); toxic_combination (+40); sensitive_role (+10); no_department_change (-5); active_user (-5),54.2,2023-01-23|Joiner|Eintritt ins Unternehmen;2023-11-09|Grant|Berechtigung 'read_reports' zugewiesen;2025-12-27|Recert|Letzte Rezertifizierung (bestätigt);2026-02-21|Login|Letzter Login
CASE-0142,USR-4939,Legal,,Ticketing,Admin,export_data,2019-07-11,2019-10-26,,2025-12-25,active,173,459,low,0,Berechtigung ist für die Rolle 'Admin' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Sara Vogel,Role-derived,Legal_Admin_Base,True,40,review,inactive_login>120d (+35); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),57.0,2019-07-11|Joiner|Eintritt ins Unternehmen;2019-10-26|Grant|Berechtigung 'export_data' zugewiesen;2025-09-20|Login|Letzter Login;2025-12-25|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0143,USR-6580,IT,,Ticketing,Analyst,admin_console,2020-03-24,2020-12-06,,2025-04-19,terminated,152,203,high,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Julia Neumann,Role-derived,IT_Analyst_Base,False,88,revoke,inactive_login>120d (+35); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); terminated_user_orphan (+30),75.2,2020-03-24|Joiner|Eintritt ins Unternehmen;2020-12-06|Grant|Berechtigung 'admin_console' zugewiesen;2025-04-19|Recert|Letzte Rezertifizierung (bestätigt);2025-10-11|Login|Letzter Login;2026-01-25|Leaver|Austritt aus dem Unternehmen
CASE-0144,USR-2344,Sales,Operations,IAM,Employee,approve_payments,2023-07-23,2024-03-01,2024-06-26,2025-04-18,active,97,364,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,David Brandt,Role-derived,Sales_Employee_Base,True,43,review,inactive_login>60d (+20); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),61.2,2023-07-23|Joiner|Eintritt ins Unternehmen;2024-03-01|Grant|Berechtigung 'approve_payments' zugewiesen;2024-06-26|Mover|Abteilungswechsel von Operations nach Sales;2025-04-18|Recert|Letzte Rezertifizierung (bestätigt);2025-12-05|Login|Letzter Login
CASE-0145,USR-9395,IT,,Payroll,Employee,read_reports,2019-05-29,2019-11-03,,2025-12-22,active,6,45,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Julia Neumann,Role-derived,IT_Employee_Base,True,-58,retain,very_recent_login<=7d (-15); access_used_last_quarter (-8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2019-05-29|Joiner|Eintritt ins Unternehmen;2019-11-03|Grant|Berechtigung 'read_reports' zugewiesen;2025-12-22|Recert|Letzte Rezertifizierung (bestätigt);2026-03-06|Login|Letzter Login
CASE-0146,USR-9537,Legal,,CRM,Employee,user_support,2023-12-27,2024-07-13,,,active,97,86,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'CRM' (Berechtigung: 'user_support').,Service Desk Owner,Markus Hahn,Direct,,True,-23,retain,inactive_login>60d (+20); access_used_last_quarter (-8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2023-12-27|Joiner|Eintritt ins Unternehmen;2024-07-13|Grant|Berechtigung 'user_support' zugewiesen;2025-12-05|Login|Letzter Login
CASE-0147,USR-9123,Finance,,Ticketing,Employee,admin_console,2022-06-11,2023-01-13,,,active,50,234,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Lars Hoffmann,Role-derived,Finance_Employee_Base,True,-7,retain,inactive_login>30d (+10); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2022-06-11|Joiner|Eintritt ins Unternehmen;2023-01-13|Grant|Berechtigung 'admin_console' zugewiesen;2026-01-21|Login|Letzter Login
CASE-0148,USR-8848,Legal,,IAM,Manager,approve_payments,2023-01-16,2023-08-30,,2025-06-22,active,101,495,low,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,Markus Hahn,Role-derived,Legal_Manager_Base,True,15,retain,inactive_login>60d (+20); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),78.0,2023-01-16|Joiner|Eintritt ins Unternehmen;2023-08-30|Grant|Berechtigung 'approve_payments' zugewiesen;2025-06-22|Recert|Letzte Rezertifizierung (bestätigt);2025-12-01|Login|Letzter Login
CASE-0149,USR-3947,Sales,,BI,Analyst,admin_console,2023-01-01,2023-07-13,,2025-12-16,active,6,487,medium,1,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'BI' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Pia Walter,Role-derived,Sales_Analyst_Base,True,55,review,very_recent_login<=7d (-15); stale_access>365d (+30); medium_privilege (+10); toxic_combination (+40); no_department_change (-5); active_user (-5),71.0,2023-01-01|Joiner|Eintritt ins Unternehmen;2023-07-13|Grant|Berechtigung 'admin_console' zugewiesen;2025-12-16|Recert|Letzte Rezertifizierung (bestätigt);2026-03-06|Login|Letzter Login
CASE-0150,USR-7176,HR,,ERP,Employee,export_data,2020-02-15,2020-09-12,,2025-10-14,active,153,245,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Tobias Franke,Role-derived,HR_Employee_Base,True,38,review,inactive_login>120d (+35); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),54.2,2020-02-15|Joiner|Eintritt ins Unternehmen;2020-09-12|Grant|Berechtigung 'export_data' zugewiesen;2025-10-10|Login|Letzter Login;2025-10-14|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0151,USR-6816,Operations,,CRM,Analyst,user_support,2023-05-19,2024-05-13,,2025-07-17,active,156,22,medium,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Tim Behrens,Role-derived,Operations_Analyst_Base,True,8,retain,inactive_login>120d (+35); access_recently_used<=30d (-12); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),87.8,2023-05-19|Joiner|Eintritt ins Unternehmen;2024-05-13|Grant|Berechtigung 'user_support' zugewiesen;2025-07-17|Recert|Letzte Rezertifizierung (bestätigt);2025-10-07|Login|Letzter Login
CASE-0152,USR-8303,HR,IT,IAM,Employee,export_data,2024-03-05,2024-04-29,2025-11-02,2025-07-03,active,118,395,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Mara Klein,Role-derived,HR_Employee_Base,True,55,review,inactive_login>60d (+20); stale_access>365d (+30); medium_privilege (+10); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),71.0,2024-03-05|Joiner|Eintritt ins Unternehmen;2024-04-29|Grant|Berechtigung 'export_data' zugewiesen;2025-07-03|Recert|Letzte Rezertifizierung (bestätigt);2025-11-02|Mover|Abteilungswechsel von IT nach HR;2025-11-14|Login|Letzter Login
CASE-0153,USR-6620,Finance,,Payroll,Employee,approve_payments,2020-07-09,2020-12-08,,2025-08-18,active,133,247,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,Lars Hoffmann,Role-derived,Finance_Employee_Base,True,18,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2020-07-09|Joiner|Eintritt ins Unternehmen;2020-12-08|Grant|Berechtigung 'approve_payments' zugewiesen;2025-08-18|Recert|Letzte Rezertifizierung (bestätigt);2025-10-30|Login|Letzter Login
CASE-0154,USR-4996,Legal,,Ticketing,Employee,approve_payments,2020-08-21,2020-09-02,,,active,141,81,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'Ticketing' (Berechtigung: 'approve_payments').,Finance Access Owner,Markus Hahn,Direct,,True,-8,retain,inactive_login>120d (+35); access_used_last_quarter (-8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2020-08-21|Joiner|Eintritt ins Unternehmen;2020-09-02|Grant|Berechtigung 'approve_payments' zugewiesen;2025-10-22|Login|Letzter Login
CASE-0155,USR-8365,Sales,,Ticketing,Employee,export_data,2021-06-01,2021-09-05,,,active,99,2,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Pia Walter,Role-derived,Sales_Employee_Base,True,-7,retain,inactive_login>60d (+20); access_recently_used<=30d (-12); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2021-06-01|Joiner|Eintritt ins Unternehmen;2021-09-05|Grant|Berechtigung 'export_data' zugewiesen;2025-12-03|Login|Letzter Login
CASE-0156,USR-9646,HR,,BI,Analyst,manage_identities,2025-05-15,2025-08-19,,,active,152,198,medium,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'BI' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Tobias Franke,Role-derived,HR_Analyst_Base,True,38,review,inactive_login>120d (+35); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),54.2,2025-05-15|Joiner|Eintritt ins Unternehmen;2025-08-19|Grant|Berechtigung 'manage_identities' zugewiesen;2025-10-11|Login|Letzter Login
CASE-0157,USR-2931,IT,,CRM,Manager,manage_identities,2021-04-13,2022-03-24,,2025-08-19,active,29,93,low,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Julia Neumann,Role-derived,IT_Manager_Base,True,-37,retain,recent_login<=30d (-10); stale_access>90d (+8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2021-04-13|Joiner|Eintritt ins Unternehmen;2022-03-24|Grant|Berechtigung 'manage_identities' zugewiesen;2025-08-19|Recert|Letzte Rezertifizierung (bestätigt);2026-02-11|Login|Letzter Login
CASE-0158,USR-3298,Operations,Legal,CRM,Employee,manage_identities,2023-08-26,2024-03-30,2026-02-18,2025-08-06,active,115,317,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Lea Richter,Role-derived,Operations_Employee_Base,True,23,retain,inactive_login>60d (+20); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),66.8,2023-08-26|Joiner|Eintritt ins Unternehmen;2024-03-30|Grant|Berechtigung 'manage_identities' zugewiesen;2025-08-06|Recert|Letzte Rezertifizierung (bestätigt);2025-11-17|Login|Letzter Login;2026-02-18|Mover|Abteilungswechsel von Legal nach Operations
CASE-0159,USR-8272,Sales,,Payroll,Employee,approve_payments,2023-08-27,2024-06-10,,,active,21,289,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'Payroll' (Berechtigung: 'approve_payments').,Finance Access Owner,David Brandt,Direct,,True,-27,retain,recent_login<=30d (-10); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2023-08-27|Joiner|Eintritt ins Unternehmen;2024-06-10|Grant|Berechtigung 'approve_payments' zugewiesen;2026-02-19|Login|Letzter Login
CASE-0160,USR-2871,Operations,,IAM,Employee,admin_console,2022-08-02,2022-10-28,,2025-05-08,active,93,277,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Tim Behrens,Role-derived,Operations_Employee_Base,True,23,retain,inactive_login>60d (+20); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),66.8,2022-08-02|Joiner|Eintritt ins Unternehmen;2022-10-28|Grant|Berechtigung 'admin_console' zugewiesen;2025-05-08|Recert|Letzte Rezertifizierung (bestätigt);2025-12-09|Login|Letzter Login
CASE-0161,USR-8193,IT,,ERP,Contractor,approve_payments,2020-06-30,2021-05-31,,2025-04-25,inactive,53,415,medium,0,Direkte Zuweisung für eine operative Tätigkeit in 'ERP' (Berechtigung: 'approve_payments').,Finance Access Owner,Julia Neumann,Direct,,True,55,review,inactive_login>30d (+10); stale_access>365d (+30); medium_privilege (+10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); inactive_user (+15),71.0,2020-06-30|Joiner|Eintritt ins Unternehmen;2021-05-31|Grant|Berechtigung 'approve_payments' zugewiesen;2025-04-25|Recert|Letzte Rezertifizierung (bestätigt);2026-01-18|Login|Letzter Login
CASE-0162,USR-5794,Operations,,IAM,Employee,admin_console,2021-08-31,2021-12-15,,2025-08-24,active,68,487,high,1,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'admin_console').,Security Operations Owner,Lea Richter,Direct,,True,105,revoke,inactive_login>60d (+20); stale_access>365d (+30); high_privilege (+25); toxic_combination (+40); no_department_change (-5); active_user (-5),99.0,2021-08-31|Joiner|Eintritt ins Unternehmen;2021-12-15|Grant|Berechtigung 'admin_console' zugewiesen;2025-08-24|Recert|Letzte Rezertifizierung (bestätigt);2026-01-03|Login|Letzter Login
CASE-0163,USR-5055,Legal,,BI,Analyst,export_data,2023-12-18,2024-01-18,,2025-08-23,active,125,72,medium,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'BI' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Markus Hahn,Role-derived,Legal_Analyst_Base,True,12,retain,inactive_login>120d (+35); access_used_last_quarter (-8); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),82.2,2023-12-18|Joiner|Eintritt ins Unternehmen;2024-01-18|Grant|Berechtigung 'export_data' zugewiesen;2025-08-23|Recert|Letzte Rezertifizierung (bestätigt);2025-11-07|Login|Letzter Login
CASE-0164,USR-6362,IT,,Ticketing,Employee,read_reports,2020-05-23,2020-12-16,,2025-11-16,active,198,433,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Julia Neumann,Role-derived,IT_Employee_Base,True,50,review,inactive_login>120d (+35); stale_access>365d (+30); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),71.0,2020-05-23|Joiner|Eintritt ins Unternehmen;2020-12-16|Grant|Berechtigung 'read_reports' zugewiesen;2025-08-26|Login|Letzter Login;2025-11-16|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0165,USR-6533,Sales,,Ticketing,Analyst,admin_console,2020-01-22,2020-10-22,,2025-08-04,active,33,289,high,0,Direkte Zuweisung für eine operative Tätigkeit in 'Ticketing' (Berechtigung: 'admin_console').,Security Operations Owner,Pia Walter,Direct,,True,28,retain,inactive_login>30d (+10); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),59.8,2020-01-22|Joiner|Eintritt ins Unternehmen;2020-10-22|Grant|Berechtigung 'admin_console' zugewiesen;2025-08-04|Recert|Letzte Rezertifizierung (bestätigt);2026-02-07|Login|Letzter Login
CASE-0166,USR-4314,Operations,HR,BI,Manager,approve_payments,2024-07-02,2024-07-11,2025-11-20,,terminated,166,154,low,1,Direkte Zuweisung für eine operative Tätigkeit in 'BI' (Berechtigung: 'approve_payments').,Finance Access Owner,Tim Behrens,Direct,,False,118,revoke,inactive_login>120d (+35); stale_access>90d (+8); low_privilege (-10); toxic_combination (+40); dept_change_privilege_creep (+15); terminated_user_orphan (+30),99.0,2024-07-02|Joiner|Eintritt ins Unternehmen;2024-07-11|Grant|Berechtigung 'approve_payments' zugewiesen;2025-09-27|Login|Letzter Login;2025-11-20|Mover|Abteilungswechsel von HR nach Operations;2026-01-16|Leaver|Austritt aus dem Unternehmen
CASE-0167,USR-2559,IT,,ERP,Employee,approve_payments,2021-03-15,2021-04-11,,2025-04-27,active,122,39,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'ERP' (Berechtigung: 'approve_payments').,Finance Access Owner,Julia Neumann,Direct,,True,-8,retain,inactive_login>120d (+35); access_used_last_quarter (-8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2021-03-15|Joiner|Eintritt ins Unternehmen;2021-04-11|Grant|Berechtigung 'approve_payments' zugewiesen;2025-04-27|Recert|Letzte Rezertifizierung (bestätigt);2025-11-10|Login|Letzter Login
